id,name,date,manner_of_death,armed,age,gender,race,city,state,signs_of_mental_illness,threat_level,flee,body_camera,longitude,latitude,is_geocoding_exact,state_fullname
2858,Keita O'Neil,2017-12-01,shot,unarmed,42.0,M,B,San Francisco,CA,False,other,Car,True,-122.388,37.719,True,California
2859,Mario Guevara,2017-12-02,shot,knife,37.0,M,H,Colton,CA,True,other,Not fleeing,False,-117.36,34.078,True,California
2860,Christopher Louis Willard,2017-12-02,shot,gun,33.0,M,W,Colorado Springs,CO,False,attack,Not fleeing,False,-104.822,38.813,True,Colorado
2861,Gregory Ray Ham,2017-12-03,shot,sword,62.0,M,W,La Marque,TX,False,attack,Not fleeing,False,-94.959,29.37,True,Texas
2862,Jeffrey Scott Cantrell,2017-12-04,shot,gun,46.0,M,W,Monticello,GA,False,attack,Not fleeing,False,-83.791,33.391,True,Georgia
2863,Mario Sanabria,2017-12-05,shot,machete,69.0,M,H,Bronx,NY,False,other,Not fleeing,False,-73.92,40.808,True,New York
2864,Johnnie D. Carter,2017-12-05,shot,gun,24.0,M,B,Bassett,VA,False,attack,Not fleeing,False,-79.997,36.791,True,Virginia
2865,Jean Pedro Pierre,2017-12-06,shot,unarmed,42.0,M,B,Lauderdale Lakes,FL,True,attack,Not fleeing,True,-80.197,26.152,True,Florida
2866,Robert Page,2017-12-06,shot,gun,71.0,M,,Coral Springs,FL,True,undetermined,Not fleeing,False,-80.276,26.245,True,Florida
2867,Scott Addison,2017-12-06,shot,gun,49.0,M,W,Cheyenne,WY,False,attack,Not fleeing,False,-104.768,41.161,True,Wyoming
2868,Jesse Cole Shuping,2017-12-07,shot,gun,35.0,M,W,Peshtigo,WI,False,attack,Car,False,-87.749,45.054,True,Wisconsin
2869,Kyler Grabbingbear,2017-12-07,shot,unarmed,19.0,M,N,Denver,CO,False,other,Foot,False,-104.966,39.854,True,Colorado
2870,John Souder,2017-12-07,shot,gun,40.0,M,W,Old Forge,PA,False,attack,Car,False,,,True,Pennsylvania
2871,Frederick Douglas Wilburn,2017-12-07,shot,,34.0,M,B,Tucson,AZ,False,attack,Car,False,-110.88,32.237,True,Arizona
2872,Vernchoy Saechao,2017-12-08,shot,gun,22.0,M,A,Redding,CA,False,attack,Not fleeing,False,-122.326,40.567,True,California
2873,Juliun Pitcher,2017-12-09,shot,gun,16.0,M,W,Dover,DE,False,attack,Not fleeing,False,-75.558,39.163,True,Delaware
2874,James Newman,2017-12-09,shot,gun,69.0,M,W,Rose Bud,AR,False,attack,Not fleeing,False,-91.969,35.331,True,Arkansas
2875,Kyle Zahacefski,2017-12-10,shot,knife,24.0,M,W,Point Loma,CA,False,other,,False,-117.248,32.731,True,California
2876,Kyle Anthony Mihecoby,2017-12-10,shot,Taser,28.0,M,N,Oklahoma City,OK,False,attack,Not fleeing,False,-97.424,35.406,True,Oklahoma
2877,Ira Crawford,2017-12-10,shot,knife,26.0,M,,Mobile,AL,False,attack,Not fleeing,False,-88.09,30.638,True,Alabama
2878,Frank Lopez,2017-12-10,shot and Tasered,knife,48.0,M,,Artesia,CA,False,attack,Not fleeing,False,-118.072,33.861,True,California
2879,,2017-12-11,shot,gun,,M,,Seattle,WA,False,attack,Car,True,-122.253,47.68,True,Washington
2880,Stacy Micheletti,2017-12-11,shot,unknown weapon,51.0,M,W,Great Falls,MT,False,other,,False,-111.221,47.517,True,Montana
2881,Marcia Metzger Aiken,2017-12-12,shot,undetermined,50.0,F,W,Rincon,GA,True,other,Not fleeing,False,-81.237,32.241,True,Georgia
2882,Jeremy Patscheck,2017-12-13,shot,vehicle,,M,,Northglenn,CO,False,attack,,False,-104.968,39.888,True,Colorado
2883,,2017-12-13,shot,unknown weapon,,M,,Hamilton,AL,False,other,Not fleeing,False,-88.086,34.183,True,Alabama
2884,Zoe Dowdell,2017-12-14,shot,,20.0,M,B,New Britain,CT,False,other,Car,False,-72.761,41.673,True,Connecticut
2885,Clifford Keller,2017-12-15,shot,gun,34.0,M,W,McMinnville,TN,False,attack,Not fleeing,False,-85.802,35.599,True,Tennessee
2886,Robert Allen Morrison,2017-12-15,shot,gun,57.0,M,,Lexington,VA,False,attack,Foot,False,-79.422,37.796,True,Virginia
2887,Eric Campbell,2017-12-15,shot,gun,,M,,Yonkers,NY,False,other,Car,False,-73.871,40.907,True,New York
2888,Adam Radcliffe,2017-12-15,shot,,30.0,M,,Wilmington,DE,False,other,Car,False,-75.652,39.73,True,Delaware
2889,,2017-12-17,shot,unknown weapon,,M,,Charleston,TN,False,other,Foot,False,-84.762,35.28,True,Tennessee
2890,Willy Floyd McCord,2017-12-17,shot,gun,52.0,M,,Bremerton,WA,False,attack,Not fleeing,False,-122.643,47.584,True,Washington
2891,Spencer Crumbley,2017-12-17,shot,shovel,52.0,M,,Valley Head,WV,False,attack,Not fleeing,False,-80.01,38.559,True,West Virginia
2892,Todd A. Stone,2017-12-18,shot,hatchet,48.0,M,B,Oak Park,MI,False,other,Not fleeing,False,-83.199,42.459,True,Michigan
2893,Tom Heath,2017-12-19,shot,knife,56.0,M,,Mulberry,AR,True,other,Foot,False,-91.78,35.162,True,Arkansas
2894,,2017-12-19,shot,knife,24.0,M,,The Colony,TX,False,other,Not fleeing,False,-96.872,33.101,True,Texas
2895,,2017-12-19,shot,gun,,M,,Kirkland,WA,False,other,Not fleeing,False,-122.194,47.709,True,Washington
2896,Robert Edwards,2017-12-20,shot,toy weapon,33.0,M,W,Miami Township,OH,True,other,Not fleeing,False,-84.245,39.593,True,Ohio
2897,Charles McBride,2017-12-20,shot,gun,56.0,M,,Anchorage,AK,False,attack,Not fleeing,False,-149.885,61.203,True,Alaska
2898,Frankie Anchondo,2017-12-20,shot,unarmed,35.0,M,,Farmington,NM,False,other,Not fleeing,False,-108.172,36.719,True,New Mexico
2899,,2017-12-20,shot,gun,,M,,Oceanside,CA,False,undetermined,Foot,False,-117.295,33.192,True,California
2900,Kameron Prescott,2017-12-21,shot,unarmed,6.0,M,W,Schertz,TX,False,other,Not fleeing,False,-98.257,29.552,True,Texas
2901,Amanda Lenee Jones,2017-12-21,shot,pipe,30.0,F,W,Schertz,TX,False,other,Foot,True,-98.257,29.552,True,Texas
2902,Jose Aguero,2017-12-21,shot,gun,26.0,M,H,Greeley,CO,True,other,Foot,False,-104.803,40.378,True,Colorado
2903,Ahmed Aminamin El-Mofty,2017-12-22,shot,gun,51.0,M,,Harrisburg,PA,False,attack,Foot,False,-76.864,40.265,True,Pennsylvania
2904,Jeffrey John Golnick,2017-12-22,shot,gun,40.0,M,W,Gilbert,MN,False,attack,Foot,False,-92.465,47.49,True,Minnesota
2905,Lawrence McClellon,2017-12-22,shot,gun,62.0,M,,Pocatello,ID,False,other,Not fleeing,False,-112.433,42.883,True,Idaho
2906,Jesse Murillo,2017-12-23,shot,metal object,32.0,M,,Los Angeles,CA,False,other,Foot,False,-118.589,34.217,True,California
2907,Jesse Champney,2017-12-23,shot,undetermined,26.0,M,,Canaan,NH,False,other,Not fleeing,False,-72.051,43.647,True,New Hampshire
2908,Evilio Gomez,2017-12-24,shot,machete,46.0,M,H,Progreso,TX,False,other,Not fleeing,False,-97.949,26.112,True,Texas
2909,Cody Dalton Eyre,2017-12-24,shot,gun,20.0,M,W,Fairbanks,AK,True,attack,Not fleeing,True,-147.716,64.838,True,Alaska
2910,Charlie Joseph Murillo,2017-12-24,shot,knife,25.0,M,,Phoenix,AZ,False,other,Not fleeing,False,-112.048,33.476,True,Arizona
2911,Jacob Craig,2017-12-25,shot,gun,,M,,Tulsa,OK,False,attack,Not fleeing,False,-95.967,36.148,True,Oklahoma
2912,Adrian Escobar,2017-12-25,shot,gun,28.0,M,,Yakima,WA,False,attack,Not fleeing,False,-120.51,46.574,True,Washington
2913,Nathaniel Fritz Macalevy,2017-12-25,shot,gun,44.0,M,,Boring,OR,False,attack,Car,False,-122.341,45.429,True,Oregon
2914,Jose Garcia,2017-12-26,shot,undetermined,31.0,M,,Yakima,WA,True,undetermined,Not fleeing,False,-120.507,46.603,True,Washington
2915,Robert Miller,2017-12-26,shot,gun,40.0,M,,Tulare,CA,False,attack,Car,False,-119.327,36.2,True,California
2916,James Alan Berrones,2017-12-26,shot,gun,46.0,M,,Roswell,NM,False,attack,,False,-104.441,33.453,True,New Mexico
2917,Jesse Scarsbrook,2017-12-26,shot,gun,28.0,M,B,Lawrence,IN,False,attack,Car,False,-86.014,39.843,True,Indiana
2918,Robo Raikoglo,2017-12-26,shot,gun,30.0,M,W,Desert Hot Springs,CA,False,attack,Car,False,-116.481,33.951,True,California
2919,Brooke Amelia Camacho,2017-12-26,shot,gun,38.0,F,H,Farmers Branch,TX,False,attack,Not fleeing,False,-96.889,32.924,True,Texas
2920,Salvador Byassee,2017-12-26,shot,knife,34.0,M,,300 block of State Line Road,TN,False,other,Other,False,,,True,Tennessee
2921,Joshua Paul Spottedhorse,2017-12-26,shot,gun,36.0,M,N,Spokane,WA,False,attack,Foot,True,-117.428,47.669,True,Washington
2922,Dennis Plowden,2017-12-27,shot,,25.0,M,B,Philadelphia,PA,False,attack,Car,False,-75.15,40.052,True,Pennsylvania
2923,Andrew Finch,2017-12-27,shot,unarmed,28.0,M,W,Wichita,KS,False,other,Not fleeing,False,-97.353,37.673,True,Kansas
2924,Kenneth J. Perna-Rutsky,2017-12-27,shot,gun,38.0,M,W,Chester,VA,True,attack,Not fleeing,False,-77.356,37.352,True,Virginia
2925,Isaiah Christian Green,2017-12-28,shot,gun,20.0,M,,Dover Township,PA,False,other,Not fleeing,False,-76.844,39.985,True,Pennsylvania
2926,Christopher Baird,2017-12-28,shot,gun,37.0,M,,Birmingham,AL,False,attack,Not fleeing,False,-86.8,33.521,True,Alabama
2927,Corey Bailey,2017-12-28,shot,gun,30.0,M,B,Elkhart,IN,False,attack,Car,False,-85.979,41.67,True,Indiana
2928,Jarvis Lykes,2017-12-29,shot,undetermined,35.0,M,,Columbus,GA,False,other,Car,False,-84.958,32.444,True,Georgia
2929,Marco Antonio Carlos,2017-12-30,shot,gun,31.0,M,H,Redwood City,CA,False,attack,Not fleeing,False,-122.226,37.487,True,California
2930,Heath Wayne Hodges,2017-12-30,shot,undetermined,36.0,M,W,Crowell,TX,False,undetermined,,False,,,True,Texas
2931,Oscar Sandoval,2017-12-30,shot,gun,39.0,M,,Los Angeles,CA,False,other,Not fleeing,False,-118.567,34.196,True,California
2932,Matthew Riehl,2017-12-31,shot,gun,37.0,M,,Highlands Ranch,CO,True,attack,Not fleeing,True,-104.961,39.566,True,Colorado
2933,Ernie Macias,2017-12-31,shot,,32.0,M,,Delano,CA,False,other,Car,False,-119.241,35.787,True,California
2934,Mark Steven Parkinson,2018-01-01,shot,gun,65.0,M,W,Rossville,GA,True,attack,Not fleeing,False,-85.312,34.939,True,Georgia
2935,Archie Lawhon III,2018-01-01,shot,gun,42.0,M,W,Romance,AR,False,attack,Not fleeing,False,,,True,Arkansas
2936,Gary Johns,2018-01-01,shot,gun,65.0,M,W,Edgewater,FL,True,attack,Not fleeing,True,-80.911,28.944,True,Florida
2937,Shana Diane Musquiz,2018-01-02,shot,gun,30.0,F,W,Camp Wood,TX,False,attack,Not fleeing,False,-100.011,29.67,True,Texas
2938,Ronald Elliot,2018-01-02,shot,gun,49.0,M,W,Ozark,AR,True,attack,Not fleeing,False,-93.835,35.49,True,Arkansas
2939,Louis C. Miller,2018-01-02,shot,knife,66.0,M,,Joplin,MO,False,attack,Not fleeing,False,-94.51,37.101,True,Missouri
2940,Shaleem Tindle,2018-01-03,shot,gun,28.0,M,B,Oakland,CA,False,attack,Not fleeing,False,-122.296,37.806,True,California
2941,Robert Hansen,2018-01-04,shot,gun,27.0,M,W,Boise,ID,False,attack,Not fleeing,False,-116.224,43.62,True,Idaho
2942,Brandon O. Cude,2018-01-04,shot,gun,31.0,M,W,Crandon,WI,False,attack,Not fleeing,False,-88.92,45.546,True,Wisconsin
2943,William B. Oleson,2018-01-05,shot,gun,46.0,M,W,Springfield,MO,False,attack,Not fleeing,False,-93.278,37.154,True,Missouri
2944,Ledarren D. Mixon,2018-01-05,shot,gun,28.0,M,B,Whitehall,OH,False,attack,Not fleeing,False,-82.854,39.958,True,Ohio
2945,Andy Vo,2018-01-05,shot,gun,35.0,M,A,Long Beach,CA,False,other,Not fleeing,False,-118.143,33.803,True,California
2946,Daniel Saavedra-Arreola,2018-01-06,shot,pole and knife,24.0,M,H,Albuquerque,NM,False,other,Not fleeing,False,-106.545,35.078,True,New Mexico
2947,Charles Smith Jr.,2018-01-06,shot,gun,17.0,M,B,Little Rock,AR,False,attack,Not fleeing,False,-92.266,34.806,True,Arkansas
2948,Jonathan William Leroy,2018-01-06,shot,baseball bat,39.0,M,W,McLoud,OK,False,other,Not fleeing,False,-97.125,35.377,True,Oklahoma
2949,Richard Rangel,2018-01-06,shot,gun,21.0,M,W,Round Rock,TX,False,attack,Not fleeing,False,-97.641,30.504,True,Texas
2950,Skyler Burnette,2018-01-06,shot,knife,21.0,M,N,Sparta,WI,False,other,Not fleeing,False,-90.824,43.942,True,Wisconsin
2951,Guillermo Mendoza,2018-01-06,shot,gun,57.0,M,H,San Carlos Park,FL,False,attack,Not fleeing,False,-81.824,26.473,True,Florida
2952,Gregory Stough,2018-01-06,shot,vehicle,27.0,M,W,Manchester Township,PA,False,other,Car,False,-76.751,40.002,True,Pennsylvania
2953,Jackie Harlan Roberts,2018-01-06,shot,gun,62.0,M,W,Birmingham,AL,False,attack,Not fleeing,False,-86.66,33.637,True,Alabama
2954,John Bailon,2018-01-06,shot and Tasered,unarmed,40.0,M,B,Los Lunas,NM,False,other,Car,False,-106.733,34.806,True,New Mexico
2955,Trayvon Mitchell,2018-01-07,shot,gun,38.0,M,B,Lauderhill,FL,False,other,Foot,False,-80.201,26.13,True,Florida
2956,Alejandro Valdez,2018-01-07,shot,knife,27.0,M,H,Santa Maria,CA,True,other,Not fleeing,False,-120.431,34.955,True,California
2957,Richard R. Towler,2018-01-07,shot,gun,54.0,M,B,Danville,VA,False,attack,Not fleeing,False,-79.365,36.587,True,Virginia
2958,Michael Bender,2018-01-07,shot,gun,27.0,M,W,Tacoma,WA,False,attack,Not fleeing,False,-122.436,47.204,True,Washington
2959,Tyler Miller,2018-01-07,shot and Tasered,unarmed,51.0,M,W,Sedona,AZ,True,other,Not fleeing,False,-111.761,34.87,True,Arizona
2960,,2018-01-08,shot,gun,,M,,Horn Lake,MS,False,attack,Car,False,-90.009,34.963,True,Mississippi
2961,Eugene Loftis,2018-01-08,shot,gun,25.0,M,W,Church Hill,TN,False,other,Not fleeing,False,-82.752,36.579,True,Tennessee
2962,Primitivo Macias-Rodriguez,2018-01-08,shot,gun,46.0,M,H,Los Angeles,CA,False,other,,False,-118.274,33.975,True,California
2963,Travis Griffin,2018-01-08,shot,gun,20.0,M,B,Kansas City,MO,False,attack,Foot,False,-94.568,39.017,True,Missouri
2964,Frank William Pawul,2018-01-08,shot and Tasered,gun,32.0,M,W,Kansas City,MO,False,attack,Foot,False,-94.57,39.016,True,Missouri
2965,Thompson Nguyen,2018-01-09,shot,ax,27.0,M,A,San Jose,CA,True,other,Not fleeing,True,-121.745,37.22,True,California
2966,Shalun Dique Smith,2018-01-10,shot,vehicle,21.0,M,B,Palmdale,CA,False,other,Car,False,-118.043,34.565,True,California
2967,Jose Arroyo-Rosales,2018-01-11,shot,gun,60.0,M,H,Fort Worth,TX,False,attack,,False,-97.329,32.734,True,Texas
2968,Justin Coy Adkins,2018-01-11,shot,gun,44.0,M,W,Lexington County,SC,False,attack,Car,False,-81.171,33.808,True,South Carolina
2969,Jonathan Bennett,2018-01-11,shot,gun,23.0,M,B,Charlotte,NC,False,attack,Not fleeing,False,,,True,North Carolina
2970,Jared S.R. Williams,2018-01-12,shot,gun,31.0,M,W,Elko,NV,False,other,Not fleeing,False,-115.763,40.832,True,Nevada
2971,Terry Amons,2018-01-12,shot,gun,43.0,M,B,Pittsburg,CA,False,other,Not fleeing,False,-121.894,38.005,True,California
2972,Jason D. Whittemore,2018-01-12,shot,gun,39.0,M,W,Scottsville,KY,False,other,Not fleeing,False,-86.398,36.705,True,Kentucky
2973,Remi Sabbe,2018-01-12,shot,gun,54.0,M,W,Sherwood,OR,False,attack,Car,False,-122.856,45.381,True,Oregon
2974,Amanuel Dagebo,2018-01-12,shot,gun,22.0,M,B,Columbus,OH,False,other,Not fleeing,False,-82.858,39.929,True,Ohio
2975,Juan Valencia,2018-01-12,shot,gun,36.0,M,H,Puyallup,WA,False,attack,Car,False,-122.336,47.109,True,Washington
2976,Jeffrey Alan Burleson,2018-01-12,shot,gun,37.0,M,W,Cave Junction,OR,False,attack,Not fleeing,False,,,True,Oregon
2977,Joseph Hilton,2018-01-13,shot,gun,42.0,M,W,Huntersville,NC,True,other,Not fleeing,True,-80.876,35.398,True,North Carolina
2978,Christian Escobedo,2018-01-14,shot,gun,22.0,M,H,El Sereno,CA,False,other,Not fleeing,False,-118.195,34.084,True,California
2979,,2018-01-14,shot,undetermined,,M,,Wheat Ridge,CO,False,undetermined,Other,False,,,True,Colorado
2980,Robert Martinez,2018-01-15,shot,gun,42.0,M,H,Eugene,OR,False,other,Not fleeing,False,-123.13,44.124,True,Oregon
2981,Nathan Giffin,2018-01-16,shot,toy weapon,32.0,M,W,Montpelier,VT,True,other,Foot,False,-72.584,44.264,True,Vermont
2982,Victor M. Reyes,2018-01-16,shot,unknown weapon,30.0,M,H,Bedford,TX,False,other,Not fleeing,False,-97.154,32.828,True,Texas
2983,Kerry Lee Nield,2018-01-16,shot,gun,53.0,F,W,Gooding,ID,False,attack,Not fleeing,False,-114.654,42.931,True,Idaho
2984,Bailey Turner,2018-01-16,shot and Tasered,unarmed,27.0,M,W,Adams County,CO,False,attack,Not fleeing,False,-104.987,39.833,True,Colorado
2985,Geraldine Townsend,2018-01-17,shot,pellet gun,72.0,F,B,Tulsa,OK,False,attack,Not fleeing,False,-95.805,36.038,True,Oklahoma
2986,Jihad Merrick,2018-01-17,shot,gun,29.0,M,B,Nashua,IA,True,attack,Car,False,-92.549,42.949,True,Iowa
2987,Brian Gregory,2018-01-17,shot,gun,34.0,M,B,Memphis,TN,False,other,Car,False,-90.024,35.17,True,Tennessee
2988,Donte D. Shannon,2018-01-17,shot,gun,26.0,M,B,Racine,WI,False,attack,Foot,False,-87.786,42.716,True,Wisconsin
2989,Jordan Keckhut,2018-01-17,shot,knife,22.0,M,H,Phoenix,AZ,False,other,Not fleeing,False,,,True,Arizona
2990,Joseph Edward Haynes,2018-01-17,shot,unarmed,16.0,M,W,Franklin County,OH,False,other,Not fleeing,False,,,True,Ohio
2991,Kevin Sturgis,2018-01-18,shot,gun,31.0,M,B,Harrisburg,PA,False,attack,Not fleeing,False,-76.862,40.265,True,Pennsylvania
2992,Marshall Coleman,2018-01-19,shot,knife,58.0,M,W,Boonville,IN,True,attack,Not fleeing,False,-87.258,38.039,True,Indiana
2993,Nicholas Daniel Moore,2018-01-20,shot,knife,23.0,M,W,Fairmont,MN,False,other,Not fleeing,False,-94.447,43.647,True,Minnesota
2994,Jason Lappe,2018-01-20,shot,gun,44.0,M,W,Dunwoody,GA,False,other,Not fleeing,False,-84.333,33.933,True,Georgia
2995,Shannon Jason Cables,2018-01-20,shot,gun,46.0,M,W,Lake Wales,FL,False,attack,Not fleeing,False,-81.656,27.839,True,Florida
2996,Arther McAfee Jr.,2018-01-20,shot,unarmed,61.0,M,B,Longview,TX,True,other,Not fleeing,False,-94.647,32.555,True,Texas
2997,John Albers,2018-01-20,shot,,17.0,M,W,Overland Park,KS,True,other,,False,-94.694,38.857,True,Kansas
2998,Ronald Jay Lawson,2018-01-21,shot,,46.0,M,W,Rockledge,FL,False,other,Car,False,-80.705,28.31,True,Florida
2999,Ilkka O. Hiironen,2018-01-21,shot,unknown weapon,35.0,M,W,Ebey Island,WA,True,other,Not fleeing,False,-122.162,47.978,True,Washington
3000,Joshua Dale Prough,2018-01-22,shot,gun,36.0,M,W,Battle Creek,MI,True,other,Not fleeing,False,-85.19,42.308,True,Michigan
3001,Aaron Olivarez Candanoza,2018-01-22,shot,,28.0,M,H,Irving,TX,False,other,Car,False,-96.989,32.851,True,Texas
3002,Jonathan Duane Atchley,2018-01-22,shot,unarmed,37.0,M,W,Sallisaw,OK,False,other,Not fleeing,False,-94.789,35.463,True,Oklahoma
3003,Edward C. Gandy,2018-01-22,shot,claimed to be armed,47.0,M,W,Millville,NJ,True,other,,False,-75.039,39.405,True,New Jersey
3004,Joe Delira-Alires,2018-01-22,shot,gun,35.0,M,H,Pueblo,CO,False,attack,Other,True,-104.866,39.694,True,Colorado
3005,Joseph E. Knight,2018-01-22,shot,gun,40.0,M,W,Tulsa,OK,False,other,Car,False,-96.01,36.176,True,Oklahoma
3006,Scott Senior,2018-01-22,shot,unknown weapon,38.0,M,,Crescent City,CA,False,attack,,False,-124.201,41.778,True,California
3007,Ricky Jerome Boyd,2018-01-23,shot,BB gun,24.0,M,B,Chatham County,GA,False,attack,,True,-81.072,31.997,True,Georgia
3008,Alvaro Herrera,2018-01-23,shot,pipe,18.0,M,H,League City,TX,False,attack,Foot,False,-95.058,29.495,True,Texas
3009,Corey Mobley,2018-01-23,shot,unarmed,38.0,M,B,Bradenton,FL,True,other,Car,False,-82.568,27.429,True,Florida
3010,Shane McVey,2018-01-23,shot,unknown weapon,54.0,M,W,Idaho Falls,ID,False,other,Foot,False,-112.034,43.488,True,Idaho
3011,Humberto Vera-Munoz,2018-01-24,shot,unknown weapon,27.0,M,H,Sparks,NV,False,other,Foot,False,-119.761,39.545,True,Nevada
3012,David Byron Kidney,2018-01-24,shot,gun,62.0,M,W,Union Township,MI,False,attack,Not fleeing,False,-84.826,43.588,True,Michigan
3013,William Charles Mackenzie,2018-01-25,shot,gun,66.0,M,W,Little Orleans,MD,False,attack,Not fleeing,False,-78.368,39.647,True,Maryland
3014,Ulises Valladares,2018-01-25,shot,unarmed,47.0,M,H,Houston,TX,False,other,Not fleeing,False,-95.293,29.828,True,Texas
3015,Dustin Gonzales Castillo,2018-01-25,shot,knife,19.0,M,H,San Antonio,TX,False,attack,Other,False,-98.492,29.521,True,Texas
3016,Steven Hutchins,2018-01-25,shot,toy weapon,27.0,M,W,Buford,GA,True,attack,Not fleeing,False,-84.03,34.106,True,Georgia
3017,Axell Vivas,2018-01-26,shot,gun,42.0,M,H,Las Vegas,NV,True,other,,False,-115.122,36.0,True,Nevada
3018,Nathaniel T. Edwards,2018-01-26,shot,,43.0,M,B,Rock Falls,IL,False,attack,Car,False,-89.669,41.787,True,Illinois
3019,Matthew Zimmerman,2018-01-26,shot,knife,42.0,M,W,Alton,IL,False,attack,Not fleeing,False,-90.127,38.89,True,Illinois
3020,William Pollard,2018-01-27,shot,knife,45.0,M,B,Walton,IN,True,other,Not fleeing,False,,,True,Indiana
3021,Crystalline Barnes,2018-01-27,shot,vehicle,21.0,F,B,Jackson,MS,False,attack,Car,False,-90.153,32.384,True,Mississippi
3022,Kirsten Kloppe,2018-01-27,shot,gun,43.0,F,W,San Antonio,TX,True,attack,Not fleeing,False,-98.5,29.565,True,Texas
3023,Anthony S. McDaniel,2018-01-28,shot,gun,45.0,M,W,London,KY,False,attack,Not fleeing,False,-84.075,37.118,True,Kentucky
3024,Billy Lewis Rucker,2018-01-28,shot,gun,33.0,M,B,Baltimore,MD,False,attack,Foot,True,-76.669,39.278,True,Maryland
3025,Paul David Johnson,2018-01-28,shot,gun,38.0,M,W,Chamblee,GA,False,attack,Foot,False,-84.275,33.878,True,Georgia
3026,Gregory Kocian,2018-01-28,shot,gun,33.0,M,W,Conroe,TX,False,attack,Car,False,-95.486,30.309,True,Texas
3027,Michael Hansford,2018-01-29,shot,knife,52.0,M,B,Bronx,NY,False,other,Foot,True,-73.887,40.847,True,New York
3028,Mark Renee Flores,2018-01-29,shot,knife,46.0,M,H,Harris County,TX,False,attack,Not fleeing,False,,,True,Texas
3029,Ricky Leon Rusche,2018-01-30,shot,unarmed,40.0,M,W,Pink,OK,False,other,Not fleeing,False,-97.105,35.24,True,Oklahoma
3030,Gilbert Salas,2018-01-31,shot,knife,20.0,M,H,St. James,MN,False,other,Foot,False,-94.628,43.981,True,Minnesota
3031,Adrian Valdez,2018-01-31,shot,knife,39.0,M,H,Arvada,CO,False,other,Not fleeing,False,-105.074,39.85,True,Colorado
3032,James M. Burks,2018-02-01,shot,unarmed,35.0,M,W,Waverly,OH,True,attack,Foot,False,-82.964,39.054,True,Ohio
3033,Albert E. Morton,2018-02-01,shot,,31.0,M,B,Harrisburg,PA,False,attack,Not fleeing,False,-76.859,40.249,True,Pennsylvania
3034,Daniel O. El,2018-02-01,shot,gun,32.0,M,B,Peoria,IL,False,attack,Foot,False,-89.617,40.675,True,Illinois
3035,William Young,2018-02-01,shot,gun,56.0,M,W,Oklahoma City,OK,False,attack,Not fleeing,False,-97.205,35.319,True,Oklahoma
3036,Anthony Joe Williams,2018-02-01,shot,gun,37.0,M,B,Houston,TX,False,attack,Foot,False,-95.459,29.723,True,Texas
3037,Alexander W. Simpson,2018-02-01,shot,gun,32.0,M,W,Louisville,KY,False,attack,Not fleeing,False,-85.637,38.189,True,Kentucky
3038,Brett Dontae Bush,2018-02-01,shot,knife,28.0,M,B,Clayton,GA,False,other,Other,False,-83.389,34.88,True,Georgia
3039,Taylor Schnortz,2018-02-01,shot,gun,26.0,M,W,Helena,MT,True,other,,False,-111.893,46.599,True,Montana
3040,Billy Ray Riggs,2018-02-01,shot,vehicle,38.0,M,W,Louisville,KY,False,other,Not fleeing,False,,,True,Kentucky
3041,Charlie Shoupe,2018-02-02,shot,knife,27.0,M,W,Charlotte,NC,True,other,Not fleeing,True,-80.91,35.246,True,North Carolina
3042,,2018-02-02,shot,gun,,M,,Winters,TX,True,attack,Not fleeing,False,-99.987,32.044,True,Texas
3043,Mitchell Kitchen,2018-02-03,shot,toy weapon,,M,B,Atlanta,GA,False,attack,Foot,False,-84.419,33.682,True,Georgia
3044,Alan Greenough,2018-02-03,shot,unarmed,43.0,M,W,Reading,MA,False,other,Foot,False,-71.106,42.559,True,Massachusetts
3045,Ernie Lizana,2018-02-03,shot,gun,49.0,M,W,Gulfport,MS,False,attack,Foot,False,-89.091,30.384,True,Mississippi
3046,Anthony Jacob Weber,2018-02-04,shot,gun,16.0,M,B,Los Angeles,CA,False,other,Foot,False,-118.296,33.939,True,California
3047,Jason Richard Sienze,2018-02-05,shot,gun,35.0,M,W,Nice,CA,False,other,Not fleeing,False,-122.857,39.124,True,California
3048,Manuel Zetina,2018-02-05,shot,gun,19.0,M,H,Colorado Springs,CO,False,attack,Not fleeing,False,-104.75,38.847,True,Colorado
3049,James Benny Hobbs,2018-02-06,shot,unarmed,59.0,M,W,St. Augustine,FL,False,other,Not fleeing,False,-81.318,29.906,True,Florida
3050,Alex Duran,2018-02-06,shot,knife,29.0,M,H,Denver,CO,False,other,Not fleeing,False,-105.017,39.684,True,Colorado
3051,Paul Mono,2018-02-06,shot,gun,65.0,M,,Laguna Woods,CA,False,attack,Not fleeing,False,-117.707,33.598,True,California
3052,Cesar Bautista,2018-02-06,shot,,37.0,M,H,Los Angeles,CA,False,other,Car,False,-118.159,34.033,True,California
3053,Hugo Steven Selva,2018-02-07,shot and Tasered,,22.0,M,W,Lantana,FL,False,attack,Car,False,-80.068,26.587,True,Florida
3054,Lloyd Harris,2018-02-08,shot,BB gun,40.0,M,W,Antioch,CA,False,other,Not fleeing,False,-121.805,37.967,True,California
3055,Ricardo Colon,2018-02-08,shot,knife,35.0,M,H,Grant-Valkaria,FL,True,other,Not fleeing,False,-80.518,27.907,True,Florida
3056,Tierre Guthrie,2018-02-09,shot,gun,39.0,M,B,Locust Grove,GA,False,attack,Not fleeing,False,-84.11,33.333,True,Georgia
